timestamp,node_id,send_receive,create_time,receive_time,packet
31.445579,28,receive,31.44550405637195,31.445579448101256,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 31.44550405637195, 'receive_time': 31.445579448101256}"
31.445589,19,receive,31.44550405637195,31.44558886432058,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 31.44550405637195, 'receive_time': 31.44558886432058}"
31.445589,19,send,31.44558886432058,-1,"{'dest': [255,255], 'type': 'HEART_BEAT', 'source': [1,1], 'gui': 19, 'role': <Roles.REGISTERED: 4>, 'addr': [1,1], 'hop_count': 1, 'pos': (473.8688070418179, 426.5385424616418), 'networks': set(), 'ttl': 15, 'parent': 20, 'create_time': 31.44558886432058}"
31.445674,27,receive,31.44558886432058,31.445673672269212,"{'dest': [255,255], 'type': 'HEART_BEAT', 'source': [1,1], 'gui': 19, 'role': <Roles.REGISTERED: 4>, 'addr': [1,1], 'hop_count': 1, 'pos': (473.8688070418179, 426.5385424616418), 'networks': set(), 'ttl': 15, 'parent': 20, 'create_time': 31.44558886432058, 'receive_time': 31.445673672269212}"
31.445678,20,receive,31.44558886432058,31.445678009505517,"{'dest': [255,255], 'type': 'HEART_BEAT', 'source': [1,1], 'gui': 19, 'role': <Roles.REGISTERED: 4>, 'addr': [1,1], 'hop_count': 1, 'pos': (473.8688070418179, 426.5385424616418), 'networks': set(), 'ttl': 15, 'parent': 20, 'create_time': 31.44558886432058, 'receive_time': 31.445678009505517}"
32.223635,33,send,32.22363458027,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 32.22363458027}"
33.223635,33,send,33.22363458027,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 33.22363458027}"
34.223635,33,send,34.22363458027,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 34.22363458027}"
34.223701,26,receive,34.22363458027,34.223701246920996,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 34.22363458027, 'receive_time': 34.223701246920996}"
34.988071,26,send,34.98807061607769,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 34.98807061607769}"
