clusterhead_1,clusterhead_2,distance
62,73,79.023920
62,74,184.521993
62,76,319.448479
62,77,384.286412
62,81,183.839322
62,82,139.564371
62,84,205.717162
62,86,340.652748
62,87,405.526142
62,88,453.534834
62,89,540.260158
62,94,278.610596
63,64,91.078848
63,67,284.674989
63,68,392.072632
63,70,229.147617
63,72,105.854610
63,73,72.960102
63,74,147.644218
63,76,270.610595
63,77,333.754484
63,81,224.609109
63,82,166.209964
63,84,177.326955
63,86,299.782169
63,87,359.738551
63,88,405.106081
63,89,491.922009
63,94,257.971460
64,67,198.830224
64,68,305.686061
64,70,306.084565
64,72,155.770709
64,73,102.428091
64,74,77.783198
64,76,179.563187
64,77,242.929846
64,81,274.468627
64,82,201.408403
64,84,118.773428
64,86,214.114208
64,87,269.633060
64,88,314.060140
64,89,400.869894
64,94,203.602467
67,68,107.398059
67,70,504.629140
67,72,350.455510
67,73,297.030041
67,74,202.877295
67,76,85.166272
67,77,83.267309
67,81,462.448698
67,82,385.570252
67,84,229.475302
67,86,165.767824
67,87,150.076841
67,88,158.816448
67,89,236.254691
67,94,275.963415
68,70,610.801792
68,72,455.080847
68,73,402.072374
68,74,301.066786
68,76,156.611393
68,77,98.404773
68,81,563.680254
68,82,486.355032
68,84,320.733642
68,86,214.855770
68,87,156.223657
68,88,122.549913
68,89,166.708733
68,94,349.350462
70,72,159.114903
70,73,209.792964
70,74,321.389038
70,76,470.940327
70,77,538.662964
70,81,110.099796
70,82,156.740303
70,84,322.957460
70,86,471.000888
70,87,545.847192
70,88,600.112278
70,89,684.853026
70,94,366.063790
72,73,53.656397
72,74,162.287820
72,76,312.087295
72,77,379.973852
72,81,121.534464
72,82,61.673367
72,84,166.957185
72,86,313.820737
72,87,387.258679
72,88,441.058712
72,89,526.031983
72,94,223.841892
73,74,114.927285
73,76,261.616384
73,77,329.081396
73,81,172.568320
73,82,102.619456
73,84,128.971176
73,86,270.469649
73,87,340.652249
73,88,392.644528
73,89,478.434382
73,94,199.588875
74,76,151.130499
74,77,219.258520
74,81,262.914626
74,82,185.540356
74,84,42.652371
74,86,156.473915
74,87,225.822439
74,88,278.795815
74,89,364.048120
74,94,126.260442
76,77,68.128176
76,81,413.009495
76,82,335.781301
76,84,165.173751
76,86,81.789541
76,87,94.967928
76,88,134.497578
76,89,221.311480
76,94,196.189488
77,81,480.868805
77,82,403.713779
77,84,231.697915
77,86,116.522936
77,87,70.775015
77,88,78.251727
77,89,161.924355
77,94,252.088238
81,82,77.374455
81,84,251.425096
81,86,396.701780
81,87,475.619652
81,88,533.278067
81,89,614.485310
81,94,275.403259
82,84,175.503863
82,86,322.391215
82,87,400.401126
82,88,457.425906
82,89,539.589449
82,94,209.515298
84,86,148.151924
84,87,224.998489
84,88,281.968631
84,89,364.277057
84,94,85.044708
86,87,80.541368
86,88,140.313122
86,89,217.932132
86,94,141.237439
87,88,59.992552
87,89,139.317806
87,94,220.565296
88,89,86.819633
88,94,280.542663
89,94,352.603328
